term,reading,english,description,category
100円ショップ,,,商品を100円に均一して販売する店舗。百均。,店舗
100均,ひゃっきん,,百均の別表記。,店舗
103万円の壁,ひゃくさんまんえんのかべ,,年収が103万円以上になることで所得税の配偶者控除の対象から外れ、配偶者特別控除に移行することから、年収がこの金額を下回るように勤務時間を調整する者がいることを比喩的に表した表現。,労働
106万円の壁,ひゃくろくまんえんのかべ,,年収が106万円以上になることで健康保険の被用者保険保険料の支払い義務が生じることから、年収がこの金額を下回るように勤務時間を調整する者がいることを比喩的に表した表現。,労働
130万円の壁,ひゃくさんじゅうまんえんのかべ,,年収が130万円以上になることで健康保険や国民年金の扶養から外れることから、年収がこの金額を下回るように勤務時間を調整する者がいることを比喩的に表した表現。,労働
1Q,,Q1; 1Q,第一四半期。,経済
2Q,,Q2; 2Q,第二四半期。,経済
3Q,,Q3; 3Q,第三四半期,経済
4Q,,Q4; 4Q,第四四半期,経済
A券,,,日本で1946年に発行が開始された紙幣。,通貨
B/S,ビーエス,,Balance Sheet の略。バランスシート、貸借対照表のこと。,会計; 経済
BRIC,ブリック,,ブラジル (Brazil)、ロシア (Russia)、インド（India)、中華人民共和国 (China)の新興国4か国の総称。,経済
BRICS,ブリックス,,ブラジル (Brazil)、ロシア (Russia)、インド（India)、中華人民共和国 (China)、南アフリカ共和国 (South Africa)の新興国5か国の総称。,経済
BRICs,ブリックス,,ブラジル (Brazil)、ロシア (Russia)、インド（India)、中華人民共和国 (China)の新興国4か国の総称。,経済
B券,,,日本で1950年に発行が開始された紙幣。,通貨
CF,シーエフ,,Cash Flow Statementの略。キャッシュ・フロー計算書。,会計
CIVETS,シベッツ,,コロンビア (Colombia)、インドネシア (Indonesia)、ベトナム（Vietnam)、エジプト (Egypt)、トルコ (Turkey)、南アフリカ共和国 (South Africa)の新興国6か国の総称。,経済
CVP分析,,,管理会計で原価・販売量・利益の関係の分析を行うこと。損益分岐計算。CVPはCost、Volume、Profitの略。,会計; 経済
C券,,,日本で1957年に発行が開始された紙幣。,通貨
D券,,,日本で1984年に発行が開始された紙幣。,通貨
E券,,,日本で2004年に発行が開始された紙幣。,通貨
F券,,,日本で2024年に発行が開始された紙幣。,通貨
G0,ジーゼロ,,世界に一つも超大国が存在しない状態。,経済
G10,ジーテン,,冷戦時代のヨーロッパでオーストリア、ベルギー、ブルガリア、デンマーク、フィンランド、ハンガリー、オランダ、ルーマニア、スウェーデン、ユーゴスラビアの10か国の総称。,経済
G11,ジーイレブン,,ヨルダン、クロアチア、エクアドル、ジョージア、エルサルバドル、ホンジュラス、インドネシア、モロッコ、パキスタン、パラグアイ、スリランカの11か国の総称。また、これらの国々で行われるフォーラム。,経済
G12,ジートウェルブ,,G10（語義2）にオーストラリアとスペインを加えた12か国の総称。また、これにスイスを加えた13か国で行われる国際会議。,経済
G14,ジーフォーティーン,,G7にロシア、中華人民共和国、インド、ブラジル、メキシコ、南アフリカ共和国、エジプトを加えた14か国。また、この14か国で行われるサミットの構想。,経済
G15,ジーフィフティーン,,ナイジェリア、アルジェリア、リビア、セネガル、ジンバブエ、ケニア、ブラジル、メキシコ、ジャマイカ、アルゼンチン、チリ、ベネズエラ、インドネシア、イラン、マレーシア、スリランカ、インドの17か国の総称。また、これらの国々で行われる国際会議。元々はユーゴスラビアを含み、チリ、イラン、ケニアを除く15か国であった。,経済
G2,ジーツー,,超大国としてのアメリカ合衆国、中華人民共和国の2か国。,経済
G20,ジートウェンティ,,G7にロシア、中華人民共和国、インド、ブラジル、メキシコ、南アフリカ共和国、アルゼンチン、オーストラリア、インドネシア、大韓民国、サウジアラビア、トルコを加えた19か国、並びにヨーロッパ連合と2023年に参加したアフリカ連合の総称。,経済
G3,ジースリー,,世界全体、もしくはある地域において政治的・経済的に重要な3つの国・地域。世界全体におけるアメリカ合衆国・中華人民共和国・ヨーロッパ連合、ヨーロッパ連合におけるフランス、イタリア、ドイツなど。,経済
G4,ジーフォー,,日本、インド、ブラジル、ドイツの4か国。国際連合安全保障理事会の常任理事国入りを目指している。,経済
G5,ジーファイブ,,日本、アメリカ合衆国、イギリス、フランス、ドイツ（1990年までは西ドイツ）の先進国5か国。,経済
G6,ジーシックス,,日本、アメリカ合衆国、イギリス、フランス、西ドイツ、イタリアの先進国6か国。,経済
G7,ジーセブン,,日本、アメリカ合衆国、イギリス、フランス、ドイツ（1990年までは西ドイツ）、カナダ、イタリアの先進国7か国。,経済
G77,ジーセブンティセブン,,発展途上国135か国（当初は77か国）の総称。また、これらの国々による連合体。,経済
G8,ジーエイト,,日本、アメリカ合衆国、イギリス、フランス、ドイツ、カナダ、イタリア、ロシアの主要国8か国。,経済
G9,ジーナイン,,冷戦時代のヨーロッパでオーストリア、ベルギー、ブルガリア、デンマーク、フィンランド、ハンガリー、オランダ、ルーマニア、スウェーデンの9か国の総称。後にユーゴスラビアを含めG10と呼ばれるようになった。,経済
GDP,ジーディーピー,,国内総生産。一定期間内に国内で産み出された付加価値の総額。,経済
NAFTA,ナフタ,,北米自由貿易協定（1994年発効、2020年失効）。,経済
NEXT11,ネクストイレブン,,イラン、インドネシア、エジプト、トルコ、ナイジェリア、パキスタン、バングラデシュ、フィリピン、ベトナム、メキシコ、大韓民国の新興国11か国の総称。,経済
P/L,ピーエル,,Profit and Loss Staterment の略。損益計算書のこと。,会計; 経済
PIIGS,ピーグス,,ポルトガル（Portugal)、イタリア (Italy)、アイルランド (Ireland)、ギリシャ (Greece)、スペイン (Spain)の5か国の総称。世界金融危機からの立ち直りが難しい国とされた。,経済
VISTA,ヴィスタ,,ベトナム（Vietnam)、インドネシア (Indonesia)、南アフリカ共和国 (South Africa)、トルコ (Turkey)、アルゼンチン (Argentine)の新興国5か国の総称。,経済
あおものや,,vegetable; fruit; shop,青物を売る店。,店舗
あまみどころ,,,甘い菓子や飲料を作って客に提供する飲食店。,飲食店
いざかや,,bar; inn; pub; tavern,簡単な料理を食べさせたり、安い酒を飲ませたりする簡易な酒場。,飲食店
いとや,,,糸を作って売る店。,店舗
い号券,いごうけん,,日本で1942年に発行が開始された紙幣。,通貨
うおだな,,,魚を売る店。さかなや。さかなだな。さかないち。,店舗
うどんや,,,饂飩を食べさせる店。その料理人。,飲食店
うなぎや,,,鰻料理を提供する店。,飲食店
うりあげ,うりあげ,,商品を売ったときに得られる代金。,会計
うりあげだか,うりあげだか,,商品の販売やサービスにより得た金額。,会計
うりたたく,,,相場を下げるため安値で多く売る。,経済
おうぎや,,,扇を作って売る店。,店舗
おおびけ,,,株式市場で1日の最後の取引。,金融
おけや,,cooper,桶を作って売る店。,店舗
おこのみやきや,,,お好み焼きを食べさせる店。その料理人。,飲食店
おにぎりや,,,御握りを作って売る店。,店舗
おむすびや,,,御結びを作って売る店。,店舗
おもちゃや,,,玩具を作って売る店。,店舗
おわりね,,,株式市場で1日の取引の最後に付いた価格。,金融
かいうめ,,,信用取引や先物取引、商品取引所の売買取引において売り約定をしても未決済のままの時に、現物の引き渡しをせず、買い取って決済すること。買い戻し。,会計
かいもどし,,,信用取引や先物取引、商品取引所の売買取引において売り約定をしても未決済のままの時に、現物の引き渡しをせず、買い取って決済すること。買い埋め。,会計
かぎや,,,錠前や鍵を作って売る店。; 鍵を使わずに開錠を行う店。,店舗
かしかた,,credits,複式簿記での勘定口座の右側。かつては、「貸」ということに意味があったが、簿記技術が発展するにしたがってその意味は薄れ、資産の減少、負債の増加、純資産の増加、収益の発生を記す欄になった。左側は借方。,会計; 簿記
かぶ,,stock,株式、株券。,経済
かまぼこや,,,蒲鉾を作って売る店。,店舗
からあげや,,,唐揚げを作って売る店。,店舗
かりかた,,debits,複式簿記での勘定口座の左側。かつては、「借」ということに意味があったが、簿記技術が発展するにしたがってその意味は薄れ、資産の増加、負債の減少、純資産の減少、費用の発生を記す欄になった。右側は貸方。,会計; 簿記
きものや,,,着物を作って売る店。,店舗
くすりや,,pharmacy; drugstore,薬を売る店。薬を売る人。「薬局」などと比べて平俗で親しみやすいニュアンスがある。,店舗
くだものや,,fruit store; fruiterer,果物を売る店。果物を売る人。水菓子屋。,店舗
くつや,,shoe shop; shoe store; shoemaker; cobbler,靴を作って売る店。靴を修理する店。,店舗
くりこし,,,簿記で計算結果を次のページに書き送ること。; 勘定を次期に持ち越すこと。,会計
くろ,くろ,black; sable,黒字。,会計
けはい,けはい,indication; sign,証券取引所において相場の人気。市場の模様。,相場
こいや,,,鯉料理を提供する店。,飲食店
こがね,こがね,,大判、小判などの金貨。,通貨
こぜに,こぜに,small; money; change; おつり,少額の細かい金銭。ばら銭。,通貨
こめや,,,米を売る店。米を売る人。米穀商。,店舗
さかなや,,fishmonger,海産物を売る店。海産物を売る人。,店舗
さかば,,,客に主にアルコール類を提供する飲食店。,飲食店
さかや,さかや,bottle shop; liquor store,酒を売る店。また。その人。,店舗
しおや,,,食塩を売る店舗、人。,店舗
しきり,,,決算すること。,会計
しごとぎ,,,仕事をする際に着用するその仕事に適した衣服。仕事服。,労働
すきやきや,,,すき焼きを提供する店、人。,飲食店
すしどころ,,,寿司屋。,飲食店
すしや,すしや,,寿司を主に出している料理店、料理人。,飲食店
そこね,,,相場で最低の値段。,相場
そばどころ,,,蕎麦屋。,飲食店
そばや,,,蕎麦や饂飩などの麺類を食べさせる店。その料理人。,飲食店
たこやきや,,,たこ焼きを作って売る店。その料理人。,店舗
たたみや,,,畳を作って売る店。,店舗
ただばたらき,,,報酬を受けずに働くこと。,労働
たなおろし,,inventory; stocktake; stocktaking; clearance,商品の在庫有高のチェックと現在価値の見積もりを行なって、帳簿高と照合すること。インベントリー。,会計
たばこや,,,煙草や喫煙具を販売する店舗、人。,店舗
たまや,,,宝玉を作って売る店。たますり。,店舗
たるや,,cooper,樽を作って売る店。,店舗
たんす預金,たんすよきん,,箪笥預金の表記揺れ。,経済
だら,,,貨幣、硬貨。; 大きな銀貨。,通貨
ちからしごと,,,重たい物を持ち運ぶような、腕力や体力を必要とする仕事。,労働
ちゃんこなべや,,,ちゃんこ鍋を提供する店、人。,飲食店
つけものや,,,漬物を作って売る店。,店舗
てんぷらや,,,天ぷらを作って売る店。,店舗
とこや,,,理髪店。理容店。,店舗
なべや,,,鍋を作って売る店。,店舗
のみや,,,酒を飲ませることを目的とした小さな店,飲食店
のりや,,,海苔を作って売る店。,店舗
はじめね,,,株式市場で1日の取引の最初に付いた価格。,金融
はつうり,,,商店がその年初めて開店し、商品を売ること。また、その際の安売り。,経済
はなや,,florist's; flower shop,花を売る店。花を売る人。,店舗
はりや,,,針を作って売る店。,店舗
はりや,,,建材の張り替えを行う店。,店舗
は号券,はごうけん,,日本で1945年に発行が開始される予定であった紙幣。実際に発行される前に中止された。,通貨
ひものや,,,商品として干物を専門または中心として扱う店。また、その商人。,店舗
ふりかえ,ふりかえ,,ある勘定を他の勘定に移すこと。,簿記
ふるぎや,,,古着を売買する商人。また、その店舗。,店舗
ふろや,,,風呂の設備や道具を売る店。,店舗
まくらや,,,枕を作って売る店。,店舗
ますや,,,枡を作って売る店。,店舗
ますや,,,鱒料理を提供する店。,飲食店
むすびや,,,結びを作って売る店。,店舗
もちや,,,餅を作って売る店。,店舗
もつなべや,,,もつ鍋を提供する店、人。,飲食店
やおや,,vegetable; fruit; shop; greengrocer,野菜や果物を売る店。野菜や果物を売る人,店舗
やきいもや,,,焼き芋を売る店。,店舗
やきそばや,,,やきそばを食べさせる店、料理人。,飲食店
やきとりや,,,焼き鳥を食べさせる店。その料理人。,飲食店
よなべ,よなべ,,夜に家事や仕事をすること。,労働
よりつき,よりつき,,取引所における取引開始後最初の売買。そのときに成立した値段。,経済
ろ号券,ろごうけん,,日本で1943年に発行が開始された紙幣。,通貨
アイス屋,,,アイスを作って売る店。,店舗
アウトソーシング,,outsourcing,業務の一部を外部組織に委託する契約。外部調達。外注。外部委託。,経済
アウレウス,,aureus,古代ローマで用いられた金貨。デナリウス銀貨25枚に相当。,通貨
アカウンティング,,,会計学、会計、経理。,会計
アグリー,,approval; favor,同意、承諾。,ビジネス
アドバンス,アドヴァンス,,手付金、前借り。,金融
アプローチ,アプローチ,,話をもちかける。交渉する。,ビジネス
アポイントメント,,,会合の約束、予約。; 官職、任務。,ビジネス; 労働
アルバイト,アルバイト,part-time job,就労形態またはそのような就労形態にある人をさす俗称で、学生や会社員と言った本業とするものが他にあり、その合間に有償の労働に就くこと。片手間の仕事。副業。; 語義3の拡張用法で、正社員又は派遣契約以外の形態での労働、また労働者。時間決め労働。,労働
アレンジャー,,,金融の手はずを整える主幹事。,金融
アーリーリタイア,,,定年より前に仕事を引退すること。,労働
イメクラ,,,イメージクラブ。,店舗
イメージクラブ,,,現実には考え難い状況を再現して性的なサービスを行う風俗店。,店舗
インターネットカフェ,,,個別に区切られ、インターネットに接続されたパソコンを置いた部屋を有料で利用できる飲食店。ネットカフェ。,店舗
インフレターゲット,,,中央銀行が景気の回復のために、デフレ・スパイラルに陥るのを防ぐ方法としてインフレ率の目標を設定し公表すること。,金融
インフレーション,,inflation,通貨膨張。特定の財ではなく一般的な物価の上昇が継続する状況。インフレと略されることが多い。,経済
インボイス,インボイス,,売り手が買い手に対し発行し、商品名、数量、金額などが記載された明細書、請求書、納品書などを兼ねた書類。,貿易
インポート,,,輸入。,貿易
イールド,,,利回り。,金融
ウォン,ウォン,won,大韓民国および朝鮮民主主義人民共和国の通貨の単位。記号₩。,通貨
エクイティ,エクイティ,,普通株。; 純粋価格。,金融
エクスポート,,,輸出。,貿易
エコノミクス,,,経済学。,経済
エコノミー,エコノミー,,経済。,経済
エスクード,,,ポルトガル・カーボベルデで使用されている（されていた）通貨及び通貨単位の名称。,通貨
オフィスビル,,,主に企業の事務所が入居しているビル。,ビジネス
オフバランス,,,貸借対照表に記載されない。,会計
オプション,オプション,option; financial; commodity,金融取引や商品取引において、将来のある時点に、前もって決めた価格で買う又は売ることのできる権利。権利保有者の選択により、買う又は売ることを決めることができるので、権利保有者に義務となることはない。オプション取引。,経済; 金融
オペ,オペ,,オペレーション。,経済
オンバランス,,,貸借対照表に計上されていること。,会計
オーストラリアドル,,Australian dollar,オーストラリア、ナウル、ツバル、キリバスで用いられている通貨。オージー。,通貨
カナダドル,かなだどる,,カナダの法定通貨。,経済; 通貨; 金融
カフェ,かふぇ,café,コーヒーなどを飲ませる飲食店。,飲食店
カルテル,カルテル,cartel,企業連合 : 独占の形態のひとつで、企業間の協定等により、市場に対する価格、供給量、供給市場等を、当該企業間で調整すること。大概の国においては、独占禁止法またはそれに順ずる法律で「不当な取引制限」と呼ばれ、原則として禁止されている。,経済
カレー屋,,,カレーを提供する店、人。,飲食店
キャッシュ,キャッシュ,,現金、現生。,通貨
キャッシュ・フロー,キャッシュ; フロー,,一定期間の現金の流れ。,会計
キャッシング,,,主に金融機関が個人向けにATMなどを通じて行う小口の金融。,金融
キャットカフェ,,,猫カフェ。,飲食店
キャップ,,,上限。,金融
キャバクラ,,,キャバレーとクラブを合わせ持つような風俗店の一つ。,店舗
キャバレー,キャバレー,cabaret,ダンスをするホールや舞台のある酒場。,飲食店
キャピタリスト,,,資本家。,経済
ギニー,,,1663年から1813年までイギリスでアフリカとの貿易のため鋳造された金貨。,通貨
ギルダー,,,オランダの旧通貨単位。ユーロ導入により廃止。グルデン。,通貨
クリーニング屋,,,依頼を受けたものを洗濯することを業とする者。また、その店舗。洗濯屋。,店舗
クリーニング店,,,クリーニングを行う、またはその取り次ぎを行う施設、店舗。クリーニング所。,店舗
クリーニング所,,,クリーニングを行う施設、店舗。クリーニング店。,店舗
クルゼイロ,,,ブラジルで使用されていた通貨及び通貨単位の名称。1994年「レアル」の導入により廃止。,通貨
クレヒス,,,クレジットヒストリー。,金融
クローネ,,,ノルウェー・デンマークの通貨及び通貨単位の名称。,通貨
クーナ,,,クロアチアのユーロ採用前の通貨。,通貨
グルデン,,,オランダの旧通貨単位。ユーロ導入により廃止。ギルダー。,通貨
ケーキ屋,けーきや,cake shop; pastry chef,ケーキを作って売る店。,店舗
ケーキ店,,,ケーキを販売する店。,店舗
コスト,,,何かを作るのにかかる費用。原価。,会計
コミットメントライン,,,融資枠。,金融
コミュニスト,,,共産主義者。,共産主義
コルナ,,,チェコの通貨。; スロバキアのユーロ採用前の通貨。,通貨
コンツェルン,,concern,企業連携。,経済
コールマネー,,,金融機関の、コール市場での当座借入金。,金融
コールレート,,,短期融資市場の金利。,金融
コールローン,,,金融機関の、コール市場での当座貸付金。,金融
コール市場,,,コール資金が取引される市場。,金融
コール資金,,,金融機関の間で極めて短期に貸借される資金。,金融
ゴーファー,,,日本円と米ドルの組。,金融
サスティナブル,サステナブル; サステイナブル; サステーナブル,,企業などが、一時的な利益動向のみに振り回されず、永続的な存在を保つことができるさま。,経済
サステナブル,サスティナブル; サステイナブル; サステーナブル,,企業などが、一時的な利益動向のみに振り回されず、永続的な存在を保つことができるさま。,経済
サビ残,,,サービス残業。,労働
サブプライム,,subprime,サブプライム・ローン、サブプライム・モーゲージの略。米国における、信用度が低い借り手に対する高金利の貸し付け、特に住宅貸し付けを指す場合が多い。,経済
サプライ,,,商品を市場に出すこと。供給。,経済
サラリー,,,（勤務先から決まって支給される）給料。俸給。,労働
サラリーマン金融,,consumer finance,貸金業の内、消費者への金銭の貸付け、又はこれを行う貸金業者。消費者金融が定着する前に使われていた語。,金融
サービス残業,,,時間外手当が支給されないで行う時間外労働。また、時間外労働をしても使用者側に申告しないこと。,労働
ザラ場,,,株式市場における取引時間。,金融
シフト,シフト,,交替勤務制。交替勤務における勤務時間割当。,労働
シルクロード,,,古代地中海沿岸から西アジアを経て中国に至る交易の陸路。絹の道。,貿易
スタグフレーション,,,賃金を伴うことなく、物価だけが上昇するインフレーション。,経済
スタートアップ,,,新規事業を開拓する会社・企業。,ビジネス
ストライキ,,strike,複数の労働者が共同で、経営者に対し労働条件の改善などの要求を認めさせるために、労働力の全部又は一部の提供を拒否すること。,労働
スプレッド,スプレッド,,基準金利との差。; 複数商品の価格差。複数商品の差額の拡縮について取引を行なうもの。,金融; 相場
スム,,,ウズベキスタンの通貨。,通貨
スワップ,,,スワップ取引。,金融
スーパーホワイト,,,クレジットカードの使用歴がなく、与信を判断するための情報がないこと。,金融
スーパーマーケット,スーパーマーケット,supermarket,小売業態の一つ。高頻度に消費される食料品や日用品などを、大量に集め、支払いをレジでまとめることにより、セルフサービスで短時間に買えるようにしたもの。,店舗
セキュリティ,セキュリティー; セキュリティ,,有価証券、債券。,金融
セクキャバ,,,セクシーキャバクラ。,店舗
セクシーキャバクラ,,,キャバクラのうち性的な接触が認められる店舗。,店舗
セルフレジ,,,店員の代わりに客が商品の会計を行うためのレジスター。,会計
ゼロ成長,,,国内総生産の伸び率が零、つまり横ばいであること。,経済
ソモニ,,,タジキスタンの通貨。,通貨
タスク管理,,,自分がやるべき仕事、業務を整理すること。,ビジネス
タンス預金,たんすよきん,,箪笥預金の表記揺れ。,経済
ダイム,ダイム,,10セント硬貨の通称。,通貨
チェック,チェック,,小切手。,経済
チケットショップ,チケットショップ,,金券ショップ。,店舗
チャット,,,ミャンマーで使用される通貨単位。,通貨
テレワーク,,,自宅など職場から離れた場所で勤務を行うこと。,労働
テンゲ,,,カザフスタンの通貨。,通貨
ディスクロージャー,,full; disclosure,企業が経営内容に関する情報を公開すること。企業内容開示。,経済
ディナール,,,アルジェリア、イラク、クウェート、セルビア、チュニジア、バーレーン、北マケドニア、ヨルダン、リビアの通貨。,通貨
デットエクイティスワップ,デットエクイティスワップ,,負債と資本との交換。,金融
デノミ,デノミ,,デノミネーション。,経済
デノミネーション,デノミネーション,,貨幣の単位を切り下げて、通貨の価値を変えること。,経済
デビットカード,,,購入したら即時に代金を引き落とすカード。,銀行
デフレ,デフレ,,デフレーション。,経済
デフレーション,,,通貨収縮、物価の下落が継続する状況のこと。不景気になりやすい。,経済
デリバティブ,,derivative,金融派生商品、株や債券などから派生した複合金融商品。,金融
デリバリーヘルス,,,店員が客の自宅やラブホテルに出張し性的なサービスを行う風俗店。,店舗
デリヘル,,,デリバリーヘルスの略称。,店舗
トゥグルグ,,,モンゴルの通貨単位。,通貨
トラール,,,スロベニアのユーロ採用前の通貨。,通貨
トレーディング,,,通商。貿易。取引き。,貿易
ドイツマルク,,,かつてドイツ使われた通貨。,通貨
ドラクマ,,,ギリシャのユーロ採用前の通貨。,通貨
ドン,,Dong,ベトナムの通貨単位。記号は₫、国際通貨コード（ISO 4217）はVND。,通貨
ドーナツ屋,,,ドーナツを作って売る店。,店舗
ナイトクラブ,,,夜間に営業し、ダンス、ショー、演奏などをする高級な飲食店。,飲食店
ニューエコノミー,,,インターネット等の情報技術により、経済成長が続くとする説、又はIT関連企業。,経済
ニーズ,ニーズ,,新興工業経済地域。,経済
ネカフェ,,,インターネットカフェ。,店舗
ネッティング,,,金融取引で、債権･債務を清算するための取決め。,金融
ネットカフェ,,,インターネットカフェ。,店舗
ノンバンク,,,預貯金の受け入れを行わず融資を専門に行う事業者。貸金業。,金融
ハイパーインフレ,,,「ハイパーインフレーション」の略。,経済
ハイパーインフレーション,,,統御が不能な程度に急激に進行するインフレーション。,経済
ハードカレンシー,,,価値が安定しており信頼できるとされる通貨。,通貨
バイク屋,,,バイクを修理したり、売ったりする店。,店舗
バジェット,,,予算、経費。,会計
バブル,バブル,bubble; soap bubble,バブル経済。,経済
バブル景気,,,バブル経済による異常な好景気。日本では1986年から1991年にかけて発生。,経済
バランス,バランス,,収支や貸借の均衡、差引き残高。,会計
バランスシート,,balance sheet,貸借対照表。,会計
バーツ,バーツ,baht,タイにおける通貨単位。補助単位はサタン。1バーツ=4サルン=100サタン。,通貨
パチンコ店,,,客にパチンコやパチスロを打たせる遊技場。,店舗
パティスリー,,,1.の製造販売を行う人、店。,店舗
パニック,パニック,,恐慌。,経済
パン屋,ぱんや,bakery; baker; dougher,パンを作って売る店。,店舗
パン店,,,パンを販売する店。,店舗
パートタイマー,,,所定の労働時間より短い、または日数が少ない労働者。,労働
パートタイム,,,所定の労働時間より短い時間や少ない日数による勤務体制。パート。,労働
ヒャッキン,,,百均の別表記。,店舗
ビュッフェ,ビュッフェ,buffet,駅や列車、劇場の中にある簡易食堂。,飲食店
ビル,,,紙幣。手形。証券。,通貨
ビルトインスタビライザー,,,自動安定化装置と訳され、財政が景気を自動的に安定化するように作用すること。,経済
ピザ屋,ぴざや,pizzeria,ピザを作って売る店。,店舗
ピッツェリア,,pizzeria,主にピザを専門に提供するイタリア料理店。,飲食店
ピンクサロン,,,個室を設けずフェラチオなどの性的なサービスを行う飲食店。,飲食店
ピンサロ,,,ピンクサロン。,飲食店
ファッションヘルス,,,個室において女性が性的なサービスを行う店舗。,店舗
ファンシーショップ,,,ファンシーグッズを販売する店舗。,店舗
ファーマシー,,,薬局。,店舗
フラン,,,フランス語圏で使用されてきた通貨。現在はフランス、ベルギー、ルクセンブルクなどはユーロを使用しており、スイスの他にアフリカの旧フランス植民地などで用いられている。,通貨
フリヴニャ,,,1996年以降のウクライナの通貨。,通貨
フリーライダー,,,公共財の便益を享受するにおいて、受益に見合った負担をしなかったからといって便益の供給をとめられるものではないという性質に乗じ、負担をしない又は過少の負担をするという傾向。典型的な例として、脱税行為やNHK料金の不払いがある。,経済
フルタイム,,,正規の労働時間として定められたすべての時間を勤務すること。,労働
フロー,,,一定期間に動く財の量。,経済
フードコート,,,複数の店舗から成るセルフサービス式の食堂。,飲食店
ブティック,ブティック,,婦人服の小売店。,店舗
ブーム,,,急に景気がよくなり価格が急騰すること。,経済
プライスリーダー,,,市場価格の決定や操作をする企業のこと。価格指導者。,経済
プライマリー・バランス,プライマリー; バランス,,基礎的財政収支。政府の歳入から国債による調達分を除いたものと、歳出から国債の元本及び利息の償還分を除いたものの差。,経済
プラス,,,利益、寄与、余分、黒字。,会計
プリペイドカード,,,事前に入金することでその額だけ使用できるカード。,銀行
プレミアム,,,オプション取引において、オプションを引き受けさせる際に支払う手数料。オプション料。,金融
ベンチャー,ベンチャー,,投機。,金融
ベーカリー,ベーカリー,bakery; baker; dougher,パン・菓子・ケーキ類製造販売店、パン屋。,店舗
ベーシックインカム,,,年齢や就業の有無によらず、全ての人に一定の金銭を給付する制度。,労働; 経済
ペイオフ,,,破綻した金融機関の代わりに預金保険機構が行う預金の払い戻し。,金融
ペセタ,,,スペインのユーロ採用前の通貨。,通貨
ペニー,,,イギリスの通貨で1ポンドの100分の1。複数形はペンス。,通貨
ペンス,,,イギリスの通貨で1ポンドの100分の1。ペニーの複数形。,通貨
ボーナス,ボーナス,,賞与。,労働
ポンド,,,【磅】イギリスの通貨単位。スターリング・ポンド。記号￡。,通貨
マイナス成長,,,経済成長率が0 %未満、つまり国内総生産が減少していく状況。,経済
マクロ経済学,まくろけいざいがく,,個々の経済活動を集計し、一国または地域全体の経済活動として巨視的に見る経済学の分野。,経済
マナト,,,トルクメニスタン、アゼルバイジャンの通貨。,通貨
マネタリーベース,,,現金通貨と民間金融機関の法定準備金の合計。,金融
マネーサプライ,,,金融機関と中央政府を除いた一般法人、個人、地方公共団体等経済主体が保有する通貨の合計。通貨供給量,経済
マルク,,,ヨーロッパで使用されてきた通貨。現在はボスニア・ヘルツェゴビナでのみ使用。,通貨
マルクス経済学,まるくすけいざいがく,,1867年から1894年にかけてマルクス及びエンゲルスによって刊行された『資本論』を発展させた経済学の分野。,経済
マルッカ,,,フィンランドのユーロ採用前の通貨。,通貨
マーケット,,,市場、相場、販路。,会計
ミクロ経済学,みくろけいざいがく,,家計や企業の個々の経済活動の分析から理論を構築する経済学の分野。,経済
メイドカフェ,,,メイド風の衣装を着た店員が接客を行うカフェ。,飲食店
メイド喫茶,,,ウエーターがメードの衣装で接客する喫茶店。,飲食店
メインバンク,メーンバンク,,複数の銀行取引がある場合、主として融資などの取引がある銀行。,銀行
メンター,メンター,,相談者、助言者、指導者。,ビジネス
メンティー,メンティー,,メンターの相手。,ビジネス
ユーロカレンシー,,,国際通貨で、本国、特にその中央銀行の規制を離れて取引される通貨。,通貨; 金融
ライフサイクル,,,商品が企画されてから、市場から撤退するまでの一循環。,会計
ラッツ,,,ラトビアのユーロ採用前の通貨。,通貨
ラリ,,,ジョージアの通貨。,通貨
ランド,,,南アフリカ共和国の通貨単位。1ランドは100セント。,通貨
ラーメン屋,,,中華料理を出す飲食店のうちラーメンを専門またはラーメンを中心として出す飲食店。その料理人。,飲食店
リスキリング,,,現在とは異なる新たな分野の知識やスキルを学ぶこと。; 「新しい職業に就くために、あるいは、今の職業で必要とされるスキルの大幅な変化に適応するために、必要なスキルを獲得する／させること」（経済産業省）,ビジネス
リタス,,,リトアニアのユーロ採用前の通貨。,通貨
リモートワーク,,,自宅などから勤務先のネットワークに接続して行う勤務。,労働
リヤル,,,イエメン、イラン、カタール、サウジアラビア、オマーンの通貨。,通貨
リラ,,,イタリアの旧通貨。; トルコの通貨。,通貨
ルピー,,,インド・パキスタン・スリランカ・ネパール・セーシェル・モーリシャスで使用されている通貨及び通貨単位の名称。,通貨
ルーブル,,,ロシア・ベラルーシなどで使用されている（されていた）通貨及び通貨単位の名称。ルーヴル。,通貨
ルーラー,,,丸棒。,簿記
レアル,,real,1994年から使用されているブラジルの通貨。1レアル=100センターボ。,通貨
レバレッジ,レベレッジ; レバレッジ,,比較的小さな自己資本による資金負担で、収益上昇など大きな効果を生じさせること,金融
レント,,,超過利益。,会計
ワラント,,,新株予約権。,金融
ワーキングプア,,working poor,フルタイムで働いているにも関わらず十分な収入を得られず、生活の苦しい人。,労働
ワークライフバランス,,work-life balance,仕事と私生活の両方を充実させ、調和させること。,労働
ワースケ,ワースケ,,ワークスケジュール。,労働
ワープア,,,ワーキングプア。,労働
