term,reading,english,description,category
G,ジー,,地球表面における重力加速度の大きさを1とする加速度の単位。,力学
N,エヌ,,磁石やコンパスが北を示す方の磁極。Sの対極。,物理学
X線,エックスせん,X-ray,1ピコメートルから10ナノメートル程度の短い波長をもつ電磁波。X線撮影などに用いられる。,物理学
α線,アルファせん,,アルファ線のギリシア文字を用いた表記。,物理学
β線,ベータせん,,ベータ線のギリシア文字を用いた表記。,物理学
γ線,ガンマせん,,ガンマ線のギリシア文字を用いた表記。,物理学
δ関数,デルタかんすう,,デルタ関数のギリシア文字を用いた表記。,物理学
しごと,しごとし; しごとせ; しごとさ; しごとする; しごとすれ; しごとしろ; しごとせよ; しごとしない; しごとせず; しごとされる; しごとします; しごとした; しごとすること; しごとすれば; しごと,work; job,物体に力を働かせて動かしたときの力と変位の内積。,物理学
ちから,ちから,power; force; strength; might,他のものに働きかけ運動や停止、変形などの変化を生じさせる作用。,力学; 電磁気学
なみ,なみ,wave; ripple,主に液体の表面に生ずる、上下方向の振動。特に、海の表面の振動。波浪。,物理学
ぬれる,ぬれ; ぬれる; ぬれれ; ぬれろ; ぬれよ; ぬれない; ぬれよう; ぬれます; ぬれた; ぬれること; ぬれれば,get; wet,固体の表面に液体の薄い膜ができる。表面張力が小さい場合におこる。,物理学
ねいろ,ねいろ,timbre,高さ・大きさと並ぶ音の三要素のひとつ。音の波形がこれにあたり、同じ高さの音をきいた時のきこえ方の違いを示す性質。,物理学
ば,ば,field,空間におけるある領域の各点である量が与えられている状態。一定の量を持った平面又は空間。,物理学
ひかり,ひかり,light,太陽や炎から発せられる、目に見えるもので、周囲の物を照らして見えるようにするもの。電磁波で、人の目に達して感覚（視覚）を生ずるもの。目に見える限界はそれぞれ、短波長側が360nm - 400nm、長波長側が760nm - 830nmの範囲にある。可視光線。,物理学
ひずみ,ひずみ,,物体に外力を加えたときに生じる形状・体積などの変化。,物理学
ひとみ,ひとみ,pupil,開口絞りを通して見える像。,光学
ほしがた,ほしがた,,有界領域Ωの滑らかな境界の各点 boldsymbol xとそこでの外向き単位法線ベクトル boldsymbol nとの間に不等式 boldsymbol x· boldsymbol n>0が成り立っていること。,ベクトル解析
ゆがみ,ゆがみ,,一般相対性理論で、重力により生じる空間の曲がり。,物理学
アイソトープ,アイソトープ,isotope,同位体のこと。ラジオアイソトープは放射性同位体のこと。,物理学
アボガドロの法則,アボガドロのほうそく,,全ての気体には同数の分子が存在する法則。アボガドロ-アンペールの法則。,物理化学
アルキメデスの原理,アルキメデスのげんり,,静止した物体が受ける浮力の大きさは、その物体が逃がした流体の重さに等しいという原理。,物理学
アルファ線,アルファせん,,放射線の一つで、放射性元素のα崩壊によるアルファ粒子の流れ。電離作用が強い。,物理学
アンペア,アンペア,ampere,電流の単位。単位時間当たりに単位面積を通過する電荷の量を表す。SI基本単位の一つで、記号はA。,電磁気学
アンペールの法則,アンペールのほうそく,,電流と磁場の関係における法則。,電磁気学
インダクタンス,インダクタンス,,電気回路において、一つの回路の電流の強さが変化するときの電磁誘導の大きさを表す定数。単位はヘンリー。,電磁気学
インピーダンス,インピーダンス,impedance,交流回路における電流の流れにくさ。単位は電気抵抗と同じである。一般に、複素数または平面ベクトルで表現される。複素数表示したときの虚部がリアクタンスである。,電磁気学
エイトレッド,エートレッド,,空間偏微分演算子 ∇の呼称。ナブラ。,ベクトル解析
エネルギー,エネルギー,energy,仕事をすることができる量・能力。,物理学
エネルギーの原理,えねるぎーのげんり,,エネルギーの増分がされた仕事に等しいという原理。,力学
エネルギー保存則,えねるぎーほぞんそく,,宇宙にあるエネルギーの総量は時間によらず一定であるという法則。,力学
エレクトロンボルト,エレクトロンボルト,,電子ボルト。,物理学
エンタルピー,エンタルピー,enthalpy; heat content,系の圧力と体積を掛け合わせたものを内部エネルギーに足し合わせた量。位置エネルギーと運動エネルギーに変化がないような開いた系を通過する流体のエンタルピーの変化が、その流体が外部から受け取る熱と外部になす工業仕事の差に合致する。,熱力学
エントロピー,エントロピー,entropy,物質の熱力学的状態を表す状態量で、増加量は吸収熱量を絶対温度で割った値と等しくなる。,熱力学
エーテル,アイテール; イーサー; エーテル,,光量子説以前に考えられていた、光が振動するための媒質。; 真空において電場や磁場、重力場が存在する空間。,物理学
オイラー方程式,オイラーほうていしき,,剛体の回転運動に関する運動方程式。オイラーの運動方程式。; 汎関数の停留値を与える関数が満たす連立偏微分方程式。; ナビエ=ストークス方程式から粘性項を省いた方程式。,力学; 解析力学; 流体力学
オーム,オーム,ohm,電気抵抗の単位（国際単位系;SI）。記号Ω。,電磁気学
オームの法則,オームのほうそく,,導体を流れる電流は導体にかける電圧に比例するという法則。,電磁気学
カロリー,カロリー,calorie,"熱量の単位のひとつ。水一グラムを摂氏温度で一度上げるのに必要な熱量を一とする。小カロリー。記号はcal, ㎈。主に栄養学で用いられ、国際単位系ではジュールが用いられる。",物理学
ガウスの法則,ガウスのほうそく,,電荷と電場の関係性を示した法則。; 磁場のガウスの法則の別称。,電磁気学
ガウスの発散定理,ガウスのはっさんていり,Gauss' divergence theorem,ベクトル場の発散と面積分について∫_V∇· mathbf XdV=∮_S mathbf X·d⃑Sが成り立つという定理。単に発散定理やガウスの定理とも。,ベクトル解析
ガンマ線,ガンマせん,,電磁波で最も短い波長のもの。原子核から放出される放射線の一種。,物理学
キャビテーション,キャビテーション,,船のスクリューなどの圧力が蒸気圧より小さくなった際に水蒸気の泡が発生する現象。この現象は機器の効率が低下したり壊れたりする原因となる。,流体力学; 物理学
キロメートル波,キロメートルは,,長波の別名。,物理学
キロワット,キロワット,,電力をはじめとする仕事率の単位で1ワットの千倍。,物理学
クォーク,クオーク,quark,ハドロンを構成する素粒子。単独で存在することはなくハドロン中にのみ存在する。+2/3・eの電荷を持つアップ・トップ・チャームと、-1/3・eの電荷を持つダウン・ボトム・ストレンジの六種類がある。それぞれの粒子は色荷という物理量を有していて、ハドロン中で色荷は白色でなければならない性質を持つ。,物理学
クラスター,クラスター,,原子や分子が相互作用により結合して一つの塊となっている状態。,物理学
クーロン,クーロン,coulomb,電気素量の単位。記号 C。1クーロンは、1秒間に1アンペアの電流によって運ばれる電荷のこと。,電磁気学
クーロンの法則,くーろんのほうそく,Coulomb's law,二つの点電荷に働く静電気力の大きさがそれぞれの電気量の大きさの積に比例し、点電荷同士の距離の平方に反比例するという法則。; 二つの磁極に働く磁気力の大きさはそれぞれの磁気量の大きさの積に比例し、磁極同士の距離の平方に反比例するという法則。,電磁気学
クーロン力,くーろんりょく,,複数の荷電粒子間に働く力。あるいは、荷電粒子が電場から受ける力。,電磁気学
グリーンの第一定理,グリーンのだいいちていり,,"スカラー場ϕ,ψに対して∮_S(ϕ∇ψ)·d⃑S=∫_V(ϕΔψ+∇ϕ·∇ψ)dVが成り立つという定理。",ベクトル解析
グリーンの第二定理,グリーンのだいにていり,,グリーンの第一定理を変形して得る∫_S(ϕ∇ψ-ψ∇ϕ)·d⃑S=∫_V(ϕΔψ-ψΔϕ)dVという定理。,ベクトル解析
ケプラーの第一法則,けぷらのだいいちほうそく,,惑星が恒星を焦点の一つとする楕円軌道を公転するという法則。,力学
ケプラーの第三法則,けぷらーのだいさんほうそく,,惑星の公転周期の平方は惑星軌道の長半径の立方に比例するという法則。,力学
ケプラーの第二法則,けぷらーのだいにほうそく,,惑星が恒星を公転する際の面積速度は一定であるという法則。,力学
ケルビン,ケルビン,kelvin,絶対温度（熱力学温度）の単位。SI基本単位の一つで、記号では K。1ケルビンは摂氏1度に一致する。,熱力学
ゲージ粒子,げーじりゅうし,,力を伝える素粒子。,物理学
コイル,コイル,coil,針金などのひも状のものを、螺旋状にまたはうずまき状に巻きあげたもの。; 電気部品のひとつで、電磁誘導により電流の変化を抑える働きをさせたり、磁力をつくりだしたり（電磁石）させる。,物理学
コマ,コマ,,レンズを通した光によりおこる収差。,光学
コンプライアンス,コンプライアンス,,物体の変形しやすさを表す物理量。,物理学
サインカーブ,サインカーブ,,正弦関数（sin）のグラフの曲線。,物理学
サブミリ波,サブミリ波,,波長が100マイクロメートルから1ミリメートルの電波。,物理学
シヌソイド,シヌソイド,,正弦波。,物理学
シャルルの法則,,,気体の体積の温度変化で圧力に依存する法則。,物理化学
シュバルツシルト面,しゅばるつしるとめん,,事象の地平面。,物理学
シュレディンガー方程式,,Schrödinger equation,量子力学の基礎となる微分方程式。1926年に考案された。時間に依存する方程式と依存しない方程式がある。,量子力学
シリーズ,シリーズ,,直列。,電気
ジーメンス,,siemens,コンダクタンス、アドミタンス、サセプタンスの単位。記号 S。1ジーメンスは、1アンペアの直流の電流が流れる導体の二点間の直流の電圧が1ボルトであるときのその二点間の電気のコンダクタンスのこと。,物理学
スカラー,,scalar,速さ・質量・温度といった、単一の数で表す量。ベクトルでないいわゆる普通の数。スカラー量。,物理学
スカラー場,,scalar field,空間内の各点にそれぞれスカラーを割り当てる写像F:ℝⁿ→ℝのこと。,ベクトル解析
スカラー量,,,大きさのみを持つ量。スカラー。,物理学
ストークスの定理,,Stokes' theorem,ベクトル場の回転と線積分について∫_S(∇× mathbf X)·d⃑S=∮_C mathbf X·d⃑lが成り立つという定理。,ベクトル解析
スピン,,,素粒子の角運動量。,物理学
スペクトル,スペクトル,spectrum,電磁波を分光器を通して分解し、波長ごとに並べたもの。,物理学
セルフタイマー,,,シャッターを切ってから実際に撮影が行われるまでに一定の時間を空ける機能。,光学
センチメートル波,,,波長が1センチメートルから10センチメートルの電波。,物理学
センチ波,,,波長が1センチメートルから10センチメートルの電波。センチメートル波。,物理学
タイムスリップ,,,過去や未来に旅行すること。タイムトラベル。,タイムトラベル
タイムトラベラー,,,過去や未来に旅行する者。,タイムトラベル
タイムトリップ,,,過去や未来に旅行すること。タイムトラベル。,タイムトラベル
タイムパラドックス,,,タイムトラベルが可能となった際に起きる可能性のあるパラドックス。,タイムトラベル
タイムマシン,タイムマシーン,,時間を自由に旅行できる仮想的な乗り物。,タイムトラベル
タイムリープ,,,過去や未来に旅行すること。タイムトラベル。,タイムトラベル
タイムワープ,,,過去や未来に旅行すること。タイムトラベル。,タイムトラベル
タウ粒子,,tauon; tau lepton,レプトンの一つ。電気素量に等しい負の電荷と1/2のスピンを持ち、陽子の約2倍の質量を持つ。,物理学
タキオン,,,常に超光速で進む粒子として想定されている未発見の粒子。,物理学
ターディオン,,,光速未満の速度でしか進めない粒子。,物理学
テスラ,,tesla,磁束密度の単位（国際単位系;SI）。記号はT。,物理学
テスラコイル,,Tesla coil,共振によって高電圧、高周波の電力を発生させる変圧器。,電磁気学
テスラ変圧器,,,テスラコイル。,電磁気学
テラヘルツ波,,,周波数が1テラヘルツ前後、波長が100マイクロメートルから1ミリメートル前後の電波。,物理学
テンション,テンション,,張力。,力学
デカメートル波,,,短波の別名。,物理学
デシメートル波,,,極超短波の別名。,物理学
ドップラー効果,,,移動している物体から発せられる波の波長が変化する現象。,物理学
ドナー,,,半導体に自由電子を供給する不純物。,電磁気学
ナブラ,ナブラ,,空間偏微分演算子 ∇の呼称。エイトレッド。,ベクトル解析
ニュートリノ,ニュートリノ,neutrino,素粒子の内のレプトンのうち、電荷をもたないもの。記号νで表され、電子ニュートリノ (νₑ)、ミューニュートリノ (ν_μ)及びタウニュートリノ(ν_τ)よりなる。「中性微子」ともいうが、用いられることはまれ。,物理学
ニュートロン,,,中性子。,物理学
ニュートン,,,力の単位。1kgの質量をもつ物体に1m/s²の加速度を生じさせる力。固有の名称と記号が与えられているSI組立単位の一つで、記号はN。,力学
ニュートン力学,,Newtonian mechanics,慣性の法則、運動方程式、作用・反作用の法則によって構成されるニュートンの運動の法則を基礎として、それから組み立てられた力学の体系。,力学
ニュートン方程式,,,ニュートンによる運動方程式m̈boldsymbol x= boldsymbol Fのこと。但し、mは物体の質量、̈{}は二階の時間微分、 boldsymbol xは変位ベクトル、 boldsymbol Fは合力ベクトルである。,力学
ハミルトニアン,ハミルトニアン,,ハミルトン関数。,解析力学
ハミルトン力学,,,ハミルトン形式による力学。,解析力学
ハミルトン形式,,,ハミルトン方程式を出発点とする力学の形式。,解析力学
ハミルトン方程式,,,正準方程式。,解析力学
ハミルトン関数,,,ラグランジュ関数をルジャンドル変換して得る物理量。保存系では全エネルギーに一致する。ハミルトニアン。,解析力学
バッテリー,,,電池。,物理学
パウリの定理,,,自己随伴時間演算子がハミルトニアンと正準共軛だと仮定するとハミルトニアンの無限下降列の存在が示され、エネルギーの有界性との矛盾により時間演算子の存在が否定される、という定理。,量子力学
パスカル,,pascal,圧力・応力の単位。1平方メートルあたり、1ニュートンの力がかかる時を1パスカルとする。固有の名称と記号が与えられているSI組立単位の一つで、記号は Pa で表す。,力学
パラレルワールド,,,並行世界。,物理学
ヒッグス粒子,,,物体に質量をもたらす粒子。,物理学
ヒル,,,国際単位系 (SI) における質量の単位。記号はhyl。メトリックスラグに同じ。,物理学
ヒートポンプ,,,仕事を受け取って、温度が低い熱源から温度が高い熱源へ熱を移す装置で、特に温度が高い熱源への熱の供給を目的とするもの。寒い屋外の空気からそれよりも温かい屋内へ熱を移し、さらに屋内を暖める暖房のエアコンなど。,熱力学
ビーム,,,粒子の集団や波長の短い波が、細い流れとなって並進したもの。粒子線など。,物理学
ピークトゥピーク,ピークトゥピーク,,振動の幅。振幅の倍の値。,物理学
ファラデーの法則,ふぁらでーのほうそく,,コイルに発生する誘導起電力の大きさがコイルの巻数とコイルを貫く磁束の単位時間あたりの変化に比例するという法則。,電磁気学
フィジックス,,,物理学。,物理学
フィールド,,,電場、磁場、重力場などの場。,物理学
フックの法則,,,弾性力の大きさはバネ等の伸びに比例するという法則。,力学
フレミングの右手の法則,,,起電力が発生する磁場と導体と起電力の向きの関係を右手の指で示した法則。親指で導体の動いた方向、人差し指で磁力線の方向、中指で電流の方向を表現する。,電磁気学
フレミングの左手の法則,,,ローレンツ力が作用する磁場と電流と力の向きの関係を左手の指で示した法則。親指で導体、荷電粒子が受ける力の方向、人差し指で磁場の方向、中指で電流の方向を表現する。,電磁気学
ブラケット,ブラケット,,ブラとケットを用いた物理学の記法。,物理学
プサイ,,,波動関数を表す記号。,量子力学
プラス,,,陽電気、電気の陽極。,電磁気学
プランク定数,,Planck's constant,量子力学のシュレディンガー方程式に登場する係数。記号hで表され、約6.62×10⁻³⁴ジュール秒。,量子力学
プレッシャー,,,圧力。単位面積あたりの押す力。,力学
プロトン,,,素粒子のひとつ、陽子のこと。,物理学
ヘクトメートル波,,,中波の別名。,物理学
ヘルツ,,hertz,周波数、振動数の単位。1ヘルツは、1秒間に1回の周波数・振動数のこと。固有の名称と記号が与えられているSI組立単位の一つで、記号は Hz で表す。,物理学
ベクトル,,vector,大きさと向きを持つ量。,物理学
ベクトル場,,vector field,空間内の各点にそれぞれベクトルを割り当てる写像 mathbf X:ℝⁿ→ℝᵐのこと。,ベクトル解析
ベクトル微分演算子,,,空間偏微分演算子。,ベクトル解析
ベクトル解析,,vector calculus,空間上のベクトル場・テンソル場に関する微積分を扱う分野。,力学
ベクトル量,,,大きさと向きを持つ量。ベクトル。,物理学
ベクレル,,becquerel,放射能の単位。記号 Bq。1ベクレルは、1秒間あたりに1個の原子核が崩壊して放射線を出す能力。,物理学
ベルトラミの公式,,,"二変数のオイラー方程式(∂f)/(∂y)-d/(dx)((∂f)/(∂(dy)/(dx)))=0に於いてfがxに陽に依存しない場合に得られるf(y(x),(dy)/(dx))-(dy)/(dx)·(∂f)/(∂(dy)/(dx))=const.という公式。",解析力学
ベルトランの定理,,,質点の有界運動が安定な閉曲線軌道を描くとき、その中心力ポテンシャルは調和振動子型U(r)=1/2kr²(k>0)若しくは逆二乗則型U(r)=-μ/(r²)(μ>0)に限られるという定理。,力学
ベータ崩壊,,,放射性同位体が電子（ベータ線）を放出することにより崩壊すること。中性子が陽子に変化し、質量数は同じで原子番号が1大きくなる。,物理学
ベータ線,,,光速の電子から成る放射線。放射性同位体のベータ崩壊により放出され、薄い金属板で遮蔽可能である。,物理学
ボイルの法則,,,気体の容積が圧力に温度で反比例する法則。マリオットの法則。,物理化学
ボソン,ボソン,,ボース粒子。,物理学
ボルト,,volt,電圧または電位の単位。固有の名称と記号が与えられているSI組立単位の一つ。記号V。1クーロン当たりのジュールという次元を持つ。,電磁気学
ボース粒子,,boson,スピンが0または整数である素粒子。ボソン。,物理学
ポアソン括弧,,,"力学変数u(q,p),v(q,p)に対してu,v=∑ᵢ((∂u)/(∂q_i)(∂v)/(∂p_i)-(∂u)/(∂p_i)(∂v)/(∂q_i))と定義される括弧式のこと。",解析力学
ポテンシャル,,,保存力を持ち、位置を変数とするスカラー関数。電場における電位、重力場における位置エネルギーなど。,物理学
ポホザエフの恒等式,,,連続関数f:ℝ→ℝに対してF(t):=∫₀ᵗf(s)dsとし、有界超立体Ω⊂ℝᵐの向き付け可能で滑らかな境界を∂Ω、∂Ωの各点での外向き単位法線ベクトルを boldsymbol nとしたとき、-∆u( boldsymbol x)=fu( boldsymbol x) boldsymbol x∈Ω\u( boldsymbol x)=0 boldsymbol x∈∂Ωを満たすスカラー場u∈C²(Ω)∩C¹(Ω⁻)が存在すれば成り立つ(m-2)/2∫_Ω‖∇u‖²ᵈΩ-m∫_ΩFu( boldsymbol x)dΩ=1/2∫_(∂Ω)((∂u)/(∂n))²( boldsymbol x· boldsymbol n)d∂Ωという恒等式。但し、Ω⁻はΩの閉包、(∂u)/(∂n)はuの boldsymbol n-方向微分係数である。,ベクトル解析
マイクロ波,まいくろは,,波長が約1メートルから約1ミリメートルまでの電波の総称。極超短波。,物理学
マイナス,,,陰電気、陰極。,物理学
マクスウェル,,maxwell,磁束の単位(CGS単位系)。記号 Mx。,電磁気学
マクスウェルの方程式,,,電磁気学の基礎方程式。,電磁気学
ミューオン,,,電荷が電子と同じでスピンが2分の1の素粒子。,物理学
ミリアメートル波,,,超長波の別名。,物理学
ミリメートル波,,,波長が1ミリメートルから1センチメートルの電波。ミリ波。,物理学
ミリ波,,,波長が1ミリメートルから1センチメートルの電波。,物理学
ムコパディヤーヤの定理,,,四頂点定理。,ベクトル解析
メゾスコピック,,,巨視的（マクロスコピック）、微視的（ミクロスコピック）の中間領域の大きさ。半導体業界等の物性物理の分野では、原子数個分のサイズ、いわゆるナノサイズを示す一方、気象分野では、地域予報のサイズ（数100kmサイズ）を示すなど、分野により大きさの具体的な定義は異なる。,物理学
メートル波,,,超短波の別名。,物理学
モード行列,,,線形多自由度系の振動に於ける固有モードを固有振動数が低い順に並べた行列。,力学
モーメント,,,ある点から力の作用点に向かうベクトルと、その力との外積。,力学
ヤコビアン,,,ヤコビ行列。; ヤコビ行列の行列式。,ベクトル解析
ヤコビ行列,ヤコビアン,,多変数ベクトル関数の各成分の各軸方向への方向微分を並べた行列。その跡は発散に等しい。,ベクトル解析
ラグランジアン,ラグランジアン,,ラグランジュ関数。,解析力学
ラグランジュ力学,,,ラグランジュ形式による力学。,解析力学
ラグランジュ形式,,,ラグランジュ方程式を出発点とする力学の形式。,解析力学
ラグランジュ方程式,,,ラグランジュによる運動方程式d/(dt)((∂L)/(∂̇qᵢ))-(∂L)/(∂q_i)=Q_iのこと。但し、Lはラグランジアン、̇{}は一階の時間微分、q_iは一般化座標、Q_iは一般化外力である。,解析力学
ラグランジュ関数,,,運動エネルギーから位置エネルギーを引いたもの。ラグランジアン。,解析力学
ラプラシアン,ラプラシアン,,ラプラス演算子の別名。; スカラー場やベクトル場にラプラス演算子を作用させる演算のこと。,ベクトル解析
ラプラス方程式,,,楕円型二階線型偏微分方程式∆Ψ=0のこと。物理的には定常状態を表す。,ベクトル解析
ラプラス演算子,,,演算子Δ=∇·∇のこと。スカラー量と見做して計算する。,ベクトル解析
リアクタンス,,,交流回路のコイルやコンデンサーにおける、電流と電圧の比。電気抵抗と同次元なため、物理量としての扱い方は電気抵抗と同じであるが、電気抵抗とは違い静電エネルギーを消費しない。一般には、インピーダンスの虚部として現れる。,電磁気学
リフト,,,揚力。,力学
ルクシオン,,,光子や重力子など、常に光速で進む粒子。,物理学
ルジャンドル変換,,,"f:ℝⁿ→◌̅ℝに対して、f^*(p):= sup _(x∈ℝⁿ)⟨p,x⟩-f(x)で定められる変換f→f^*のこと。但し、◌̅ℝは拡張実数全体の集合である。",熱力学; 解析力学
ルミネセンス,,,刺激により熱放射と異なる光を発する現象。,物理学
レプトン,,lepton,軽粒子。,物理学
レンズ,レンズ,lens,光を、屈折によって集束または発散させる器具。光学的性質の類似性から、光以外のものに対して用いられることもある。,光学
ローレンツ力,ろーれんつりょく,,磁場中を運動する荷電粒子が磁場から受ける力。ベクトルの外積で表される。本質的にはアンペール力と同一である。,電磁気学
ローレンツ変換,,,特殊相対性理論に基づく座標の変換。,相対性理論
ローレンツ数,,,ウィーデマン=フランツの法則に於ける比例定数Lのこと。理論値はL=κ/(σT)=1/3((k_Bπ)/e)²。,物理化学
ワット,,watt,電力をはじめとする仕事率の単位。1ワットで、1秒当たりに1ジュールの仕事やエネルギーが生み出されたり、費やされることを意味する。固有の名称と記号が与えられているSI組立単位の一つで、記号は W で表す。,物理学
一般相対性理論,いっぱんそうたいせいりろん,general relativity,重力による影響を考慮した相対性理論。,相対性理論
一般相対論,いっぱんそうたいろん,,「一般相対性理論」の略。,物理学
万有引力の法則,ばんゆういんりょくのほうそく,,二つの物体に働く万有引力の大きさがそれぞれの質量の積に比例し、物体間の距離の平方に反比例するという法則。,力学
万有引力定数,ばんゆういんりょくていすう,,万有引力の法則における比例定数Gのこと。,力学
三次元,さんじげん,,空間の次元が三であること。長さ・幅・高さのように三つの方向を持つ広がり。,物理学
不導体,,,電気や熱を伝えない物体。,電磁気学
世界線,せかいせん,,零次元幾何を持つ点粒子の時空上の軌跡。,物理学
並行世界,へいこうせかい,,何かが起こるために世界が分岐し、この世界では起こらなかったことも別の世界では実在しているという仮説。,物理学
中性粒子,ちゅうせいりゅうし,,電荷を帯びていない粒子。,量子力学
主法線ベクトル,,,曲線 C=boldsymbol p(t)∣t∈ℝに就いて、単位接線ベクトルに関する直交条件の定理から定まるベクトル boldsymbol n:=(d boldsymbol p(t))/(dt)のこと。その大きさは曲率である。,ベクトル解析
乾電池,かんでんち,dry cell,電池の一種で、電解液を固体に染み込ませたりゲル化したりして容器に収め、外に流れ出さないようにし、携帯に便利にした小型のもの。電気製品で利用され、容易に交換できる。,物理学
事象の地平線,,,事象の地平面。,物理学
事象の地平面,,event horizon,光や電磁波が伝達され情報を知り得る領域と、光や電磁波が到達できず観測できない領域との境界。,物理学
二次元,にじげん,,空間の次元が二であること。長さと幅のように二つの方向を持つ広がり。,物理学
亜光速,あこうそく,,光速に近い速度。,物理学
交流,こうりゅう; こーりゅう,exchange; alternating current,交流電流の略。,電磁気学
交流電流,こうりゅうでんりゅう,alternating current,一定の周期で流れる方向が互いに逆になる電流。,電磁気学
位相,いそう,phase; register; topology,波動などの周期的な現象において、ひとつの周期中の位置を示す無次元量。,物理学
位相空間,,topological space; phase space,解析力学における一般化座標と一般化運動量を座標とする空間。相空間。,力学
位置,いち,place; location; space; position; status; class; order; level; site; rank; situation; standpoint,場所。その場所にあること。,物理学
位置エネルギー,,potential energy,重力などの力が働いているときに、位置だけで決まるエネルギー。ポテンシャルエネルギー。,力学
作用,さよう; さよー,action; effect; act,二つの物体間において、一方が他方に働く力。cf. 反作用; 物体や場に及ぼされる働き。; エネルギーと時間の積に等しい次元をもち、最小作用の原理が適用される物理量。作用量。,物理学
作用・反作用の法則,さよう; はんさようのほうそく,,作用と反作用は向きが反対で大きさが同じであるという法則。運動の第三法則。,力学
作用点,さようてん,point of application,物体に力が働く点。,力学
保存力,,,位置を独立変数として何かのスカラー値を返す関数に対し、勾配ベクトルの負を取った形で表すことができる力。クーロン力や万有引力など。,力学
停電,ていでん; てーでん,blackout; power cut; outage,電力供給（送電、配電）が一時的に停止すること。,電気
偶力,ぐうりょく,,一直線上には存在しないが、同じ大きさで逆向きに働く2つの力。モーメント・トルクを生む力の組。,力学
像,かた; ゾウ; ショウ,figure; statue; image,（ぞう） 物体から出た光線がレンズや鏡を通った後に別の場所に集まることで見える、その物体の姿形。,物理学
光エネルギー,,light energy,光の持つエネルギー。,物理学
光子,こうし; こーし,photon,光を含む、電磁波のエネルギーを持つ素粒子。,物理学
光度,こうど; こーど,luminous intensity; luminosity,光源が出す光の強さの程度。単位はカンデラ。,光学
光時計,ひかりどけい,,相対性理論の思考実験で使われる、仮想的な時計。時計の端から端まで光が進むのに必要な時間を用いて時刻を測定する。,物理学
光線,こうせん; こーせん,ray; beam,光が進む経路を示す線。,光学
光量,こうりょう,,光源からある方向に放射されたすべての光の明るさがどれだけ長く続いたかを表す物理量。,物理学
共鳴,きょうめい; きょーめー,,振動体が外部から固有振動数に等しい振動を受けたとき、物体が大きく振動する現象。,物理学
内部エネルギー,ないぶえねるぎー,,系内の分子の微視的な運動エネルギー、分子間力のポテンシャルエネルギー、化学エネルギー、原子エネルギーなどの総和。系が保有する総エネルギーから巨視的な運動エネルギーと位置エネルギーを引いたもの。定積かつ断熱の系に加えた仕事が変換される先のエネルギー。,熱力学
写像,しゃぞう,mapping; map,光がレンズや鏡を経て一つに集まってできる像。,物理学
冷光,れいこう,,ルミネセンスによって生じる、熱を伴わない光。,物理学
凝固,ぎょうこ; ぎょーこ,,液体が固体になること。,物理学
凝固点,ぎょうこてん; ぎょーこてん,,凝固の起こる温度。,物理化学
凝固熱,ぎょうこねつ; ぎょーこねつ,,凝固するときに外部へ放出される熱量。,物理学
凝結,ぎょうけつ; ぎょーけつ,,液体中のコロイド粒子が結合して大きな粒子となり沈殿する現象。; 気体が冷却または圧縮されて液体になること。,物理化学
函数行列,かんすうぎょうれつ,,ヤコビ行列。,ベクトル解析
分光器,ぶんこうき,,光を波長ごとに分けて観察するための器械。,光学
分圧,ぶんあつ,,ある温度・体積の混合気体において、その成分の1つの気体が同じ温度・体積にあるとしたときに取る圧力の値。,熱力学; 物理化学
分散,ぶんさん,variance,透明な物質に入射した光線が波長ごとに分かれること。,光学
初速,しょそく,initial velocity,初めの速度。,物理学
剪断応力,せんだんおうりょく,shear stress,物体の接した面にずれが生じた時、物体内部に生じる応力。,力学
力学的エネルギー保存則,,,保存力しか働かない限り力学的エネルギーは時間によらず一定であるという法則。,力学
力点,りきてん,point of effort,てこを使用して物を動かすとき、力を加える点。,力学
加速,かそく,acceleration,速度を速めること。,力学
加速度,かそくど,acceleration,単位時間あたりの速度の変化率。,力学
動力学,どうりきがく,dynamics,物体の動作における力の影響を扱う力学。,力学
勾配,こうばい,slope; inclination; gradient,"スカラー場に対して定義され、場の各方向への変化率を記述する偏微分ベクトル場。xyz空間ではgrad,F=∇F=((∂F)/(∂x),(∂F)/(∂y),(∂F)/(∂z))。",ベクトル解析
半導体,はんどうたい,semiconductor,電気伝導において、導体と不導体（絶縁体）との中間的性質をもつ物質。,電磁気学
